"dep_com","idp_refugie_last_month","idp_refugie_3_months","food_access_no","mean_existence_access_no","market_access","security_feeling_no","health_access_no","education_access_no","diff_info_access","diff_info_access_no","nutri_programme","enough_water_access_no","pdi_vivant_cond_adeq_no","abris_dommages","procuration_savon","tel_mobile","settlement_assessed_num","ki_num","n","dep_percentage"
"gnagna_coalla",0.0666666666666667,0.0666666666666667,0.2,0.2,1,0.4,0,0.4,0.133333333333333,0.866666666666667,1,0.333333333333333,0.5,0,0.866666666666667,0.933333333333333,15,23,NA,NA
"gnagna_liptougou",0.0909090909090909,0.181818181818182,0.727272727272727,0.636363636363636,1,0.909090909090909,0,1,0.818181818181818,0.181818181818182,1,0.818181818181818,0.8,0.0909090909090909,0.818181818181818,0.454545454545455,11,14,65,0.169230769230769
"gnagna_mani",0,0.166666666666667,0.666666666666667,0.5,1,0.833333333333333,0,0,0.666666666666667,0.333333333333333,1,0.833333333333333,0.666666666666667,0,0.666666666666667,0.833333333333333,6,8,28,0.214285714285714
"gnagna_piela",0,0.0833333333333333,0.416666666666667,0,1,0.583333333333333,0,0,0.416666666666667,0.583333333333333,1,0.75,0.666666666666667,0,0.833333333333333,0.75,12,14,25,0.48
"gnagna_thion",0,0.25,0.25,0.5,1,0.25,0,0,0.75,0.25,1,0.5,1,0,0.75,0.5,4,5,18,0.222222222222222
"gotheye_dargol",0,0,0.526315789473684,0.631578947368421,1,0.157894736842105,0,0.105263157894737,0.157894736842105,0.842105263157895,0.894736842105263,0.578947368421053,NA,0.0526315789473684,0.631578947368421,0.631578947368421,19,34,325,0.0584615384615385
"gotheye_gotheye",0,0,0.470588235294118,0.470588235294118,1,0.117647058823529,0,0,0.352941176470588,0.647058823529412,0.941176470588235,0.470588235294118,NA,0,0.470588235294118,0.941176470588235,17,32,126,0.134920634920635
"goundam_adarmalane",0,0.5,1,0.5,0.5,1,0.5,1,1,0,0.5,1,1,0,0,0,2,2,6,0.333333333333333
"goundam_alzounoub",1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,7,0.142857142857143
"goundam_bintagoungou",0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,NA,0,0.333333333333333,0.333333333333333,3,3,8,0.375
"goundam_douekire",0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0,1,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,3,3,32,0.09375
"goundam_doukouria",0,0,0.666666666666667,0.666666666666667,0.333333333333333,1,0.333333333333333,1,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1,0,0.666666666666667,0,3,3,12,0.25
"goundam_essakane",0,0,0,0,0.333333333333333,0.333333333333333,0.666666666666667,1,0.333333333333333,0.666666666666667,0.333333333333333,0,NA,0,0.666666666666667,0.666666666666667,3,3,23,0.130434782608696
"goundam_gargando",0,0,0,0,1,1,0,1,0,1,1,0,NA,0,0,0,1,1,13,0.0769230769230769
"goundam_goundam_commune",0,0,0,0,1,0,0,1,0,1,1,0,NA,0,0,1,1,1,NA,NA
"goundam_issa_bery",0,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.333333333333333,0.666666666666667,0,1,0.666666666666667,0,NA,0,0.333333333333333,0,3,3,7,0.428571428571429
"goundam_kaneye",0,0,1,1,0,1,1,1,1,0,0,0,NA,0,1,0,1,1,4,0.25
"goundam_tele",0,0,0,0,1,0,0,0,0,1,1,0,NA,0,0,0,1,1,4,0.25
"goundam_tilemsi",1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,NA,NA
"goundam_tin_aicha",0,0,0.5,0.5,0,1,1,1,1,0,0,0,1,0,1,0,2,2,9,0.222222222222222
"goundam_tonka",0,0,0.5,0.5,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0,0,0.5,0.5,2,2,24,0.0833333333333333
"gourma_diabo",0.1,0.2,0.3,0.1,1,0.3,0,0,0.3,0.7,1,0.9,0.75,0,0.7,1,10,11,21,0.476190476190476
"gourma_diapangou",0,0,0,0,1,0,0,0,0,1,1,0.8,1,0,0.4,0.8,5,5,18,0.277777777777778
"gourma_fada_n_gourma",0.0769230769230769,0.461538461538462,0.384615384615385,0.461538461538462,0.923076923076923,0.923076923076923,0.0769230769230769,0.538461538461538,0.0769230769230769,0.923076923076923,0.923076923076923,0.769230769230769,1,0,0.769230769230769,0.538461538461538,13,22,NA,NA
"gourma_matiacoali",0.0909090909090909,0.181818181818182,0.0909090909090909,0,1,0.636363636363636,0,0.909090909090909,0.181818181818182,0.818181818181818,1,1,1,0,0.181818181818182,0.909090909090909,11,16,NA,NA
"gourma_rharous_bambara_maoude",0,0,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,1,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.333333333333333,3,3,47,0.0638297872340425
"gourma_rharous_banicane",0,0,0,0,1,1,0.5,0.5,0.5,0.5,0.5,0,NA,0,0.5,0.5,2,2,NA,NA
"gourma_rharous_gossi",0.285714285714286,0.571428571428571,1,1,0.142857142857143,1,0.857142857142857,1,0.571428571428571,0.428571428571429,0.142857142857143,0.857142857142857,1,0,1,0.285714285714286,7,7,21,0.333333333333333
"gourma_rharous_hamzakona",0,0,0.5,0.5,0.5,0.5,0.5,1,0.5,0.5,0.5,0,NA,0,0.5,0,2,2,NA,NA
"gourma_rharous_inadiatafane",0,0.5,1,1,0,1,1,1,1,0,0,1,1,0,1,0,2,2,16,0.125
"gourma_rharous_ouinerden",0,0,0,0,1,1,0,1,1,0,1,0,NA,0,0,0,1,1,18,0.0555555555555556
"gourma_rharous_rharous",0,0.5,0,0,1,0,0,0,0,1,1,0,0,0,0,0.5,2,2,29,0.0689655172413793
"gourma_rharous_serere",0,0,0,0.333333333333333,1,0.333333333333333,0,0.666666666666667,0,1,0.666666666666667,0,0,0,0,0.666666666666667,3,3,10,0.3
"gourma_tibga",0,0.111111111111111,0.111111111111111,0.111111111111111,1,0.222222222222222,0.111111111111111,0,0.444444444444444,0.555555555555556,0.888888888888889,0.888888888888889,0.444444444444444,0,0.888888888888889,1,9,10,36,0.25
"gourma_yamba",0.125,0.125,0,0,1,0.125,0,0,0,1,1,1,0.5,0,0.125,0.875,8,11,54,0.148148148148148
"inekar_inekar",0,0.555555555555556,0.444444444444444,0.444444444444444,0.333333333333333,0.666666666666667,0.666666666666667,0.888888888888889,0.333333333333333,0.666666666666667,0,0.555555555555556,0.6,0,0.777777777777778,0.111111111111111,9,10,11,0.818181818181818
"komonjdjari_bartiebougou",0,0,1,1,0.5,1,1,1,1,0,0,0.5,1,0.5,1,0,2,2,NA,NA
"komonjdjari_foutouri",0,0,0.4,0.4,0.8,0.4,0.2,0.8,0.6,0.4,0.8,0,1,0.4,0.8,0.4,5,5,NA,NA
"komonjdjari_gayeri",0.222222222222222,0.222222222222222,0,0,1,0.222222222222222,0,0.888888888888889,0.222222222222222,0.777777777777778,1,1,0.333333333333333,0,0,1,9,11,NA,NA
"kompienga_kompienga",0,0.2,0.4,0.4,0.8,0.6,0.2,0.4,0.4,0.6,0.8,0.8,0.75,0,0.8,0.6,5,7,12,0.416666666666667
"kompienga_madjoari",0,0,1,0.5,0.5,0.5,0,1,0.5,0.5,1,0.5,0.5,0,1,0.5,2,2,3,0.666666666666667
"kompienga_pama",0,0.2,0.4,0.4,0.8,0.8,0,0.6,0.6,0.4,1,0.6,1,0,0.8,0.8,5,5,8,0.625
"koro_bamba",0,0,0.5,1,0,1,1,1,0,1,0,0,1,0,0.5,1,2,2,30,0.0666666666666667
"koro_barapireli",0.5,0.5,0,1,1,1,0,1,0,1,1,0,1,0,0,1,2,2,29,0.0689655172413793
"koro_bondo",0.5,0.5,0,1,1,1,0,1,0,1,1,0,1,0,0,1,2,2,20,0.1
"koro_diankabou",0,0,0,0,0.5,1,0,1,0.5,0.5,0,0.5,1,0,0.5,0.5,2,2,27,0.0740740740740741
"koro_dinangourou",0,0,1,1,1,1,0,1,0,1,0,1,1,0,0.5,0,2,2,24,0.0833333333333333
"koro_diougani",1,1,1,1,0,1,1,1,0.5,0.5,0,1,1,0,1,1,2,2,42,0.0476190476190476
"koro_dougoutene_1",0,0,0.5,0,1,1,0,1,0,1,1,1,1,0,1,1,2,2,NA,NA
"koro_dougoutene_2",0,0,0.5,0.5,1,1,0.5,1,0,1,0.5,1,1,0,1,1,2,2,NA,NA
"koro_kassa",0,0.5,1,1,0.5,1,0.5,1,1,0,0.5,0,1,0.5,1,1,2,2,19,0.105263157894737
"koro_koporo_pen",0,0,0.5,1,1,1,0,1,0,1,1,0.5,1,0,0,1,2,2,29,0.0689655172413793
"koro_koporokendie_na",0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,2,2,35,0.0571428571428571
"koro_koro",0,0.5,1,1,1,1,0,1,0,1,1,0.5,1,0,0.5,1,2,2,64,0.03125
"koro_madougou",0,0.5,0,1,1,1,0,1,0,1,0.5,1,1,0,1,1,2,2,44,0.0454545454545455
"koro_pel_maoude",0,0.5,0,0,0.5,1,0.5,1,0,1,0.5,0.5,0.5,0,0,1,2,2,30,0.0666666666666667
"koro_yoro",0,0.5,0,1,0.5,1,0,1,0,1,0,0,1,0,1,0,2,2,23,0.0869565217391304
"koro_youdiou",0,1,0,0,1,1,1,1,0,1,0.5,1,1,0,1,1,2,2,19,0.105263157894737
"loroum_banh",0.142857142857143,0.142857142857143,0.857142857142857,1,0.285714285714286,0.857142857142857,0.285714285714286,1,0.428571428571429,0.571428571428571,0.571428571428571,0,0.8,0,1,1,7,7,NA,NA
"loroum_ouindigui",0,0,1,1,1,1,0,0.333333333333333,0,1,1,0,1,0,1,1,6,6,16,0.375
"loroum_solle",0,0.166666666666667,0.833333333333333,0.833333333333333,0.833333333333333,0.833333333333333,0.166666666666667,1,1,0,0.833333333333333,0.5,1,0,1,0.166666666666667,6,6,28,0.214285714285714
"loroum_titao",0,0.166666666666667,0.75,0.916666666666667,0.833333333333333,0.583333333333333,0,0.25,0.666666666666667,0.333333333333333,1,0.333333333333333,0.888888888888889,0,0.833333333333333,0.833333333333333,12,13,57,0.210526315789474
"menaka_menaka",0,0.4,0.6,0.6,0.4,0.7,0.6,1,0.2,0.8,0.2,0.3,1,0.1,0.8,0.1,10,10,16,0.625
"mopti_bassirou",0,0,0,0,1,1,0,1,0,1,0.5,0,NA,0,0,1,2,2,5,0.4
"mopti_borondougou",0,0,0.5,0.5,0.5,1,0.5,0,0,1,0.5,0,1,0,0.5,1,2,2,9,0.222222222222222
"mopti_dialloube",0,0,0.5,0.5,0.5,1,1,1,1,0,0,0,NA,0,0,1,2,2,37,0.0540540540540541
"mopti_fatoma",0,0,1,1,1,1,0,1,0,1,0.5,0,1,0,1,1,2,2,32,0.0625
"mopti_konna",0,0,0.333333333333333,0,0.666666666666667,1,0.333333333333333,1,0,1,0.333333333333333,0,1,0,0.333333333333333,1,3,3,49,0.0612244897959184
"mopti_korombana",0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0,1,0,1,0.666666666666667,0,1,0,0.333333333333333,0.666666666666667,3,3,35,0.0857142857142857
"mopti_koubaye",0,0,0.333333333333333,0.333333333333333,1,1,0.333333333333333,1,0,1,0,0,NA,0,0,0.666666666666667,3,3,12,0.25
"mopti_kounari",0.333333333333333,0.333333333333333,0.333333333333333,1,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.666666666666667,0.333333333333333,0,1,0,0.333333333333333,0.666666666666667,3,3,44,0.0681818181818182
"mopti_mopti_commune",0,0,0.5,0.5,1,1,0,1,0,1,1,0,1,0,0,1,2,2,NA,NA
"mopti_ouro_modi",0,0,0,0,0.5,1,0.5,1,0,1,0.5,0,NA,0,0,0.5,2,2,5,0.4
"mopti_ouroube_doude",0,0,0.5,1,0.5,1,0.5,1,0,1,0,0,NA,0,0.5,1,2,2,11,0.181818181818182
"mopti_sasalbe",0,0,0.5,0.5,0.5,1,0.5,0,0,1,0,0,NA,0,0.5,1,2,2,12,0.166666666666667
"mopti_sio",0,0.5,0,0,0.5,1,0,1,0.5,0.5,0,0,1,0,0.5,0.5,2,2,34,0.0588235294117647
"mopti_socoura",0,0,0.333333333333333,0.666666666666667,1,1,0.333333333333333,0.666666666666667,0,1,0.333333333333333,0,1,0,0.333333333333333,1,3,3,47,0.0638297872340425
"mopti_soye",0,0,0.666666666666667,1,0,1,0.333333333333333,1,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,NA,0,1,0.666666666666667,3,3,41,0.0731707317073171
"namentenga_boala",0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,3,5,22,0.136363636363636
"namentenga_boulsa",0,0,0,0,1,0,0,0,0.4,0.6,1,0,0.6,0,0,1,5,10,69,0.072463768115942
"namentenga_bouroum",0.4,0.6,0.4,0.8,1,0.8,0,0.8,0,1,1,0.4,0,0,0,0.4,5,7,36,0.138888888888889
"namentenga_dargo",0,0.2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,5,7,20,0.25
"namentenga_nagbingou",0,0.5,0,1,1,0.5,0,0,0,1,1,1,1,0,0,1,2,2,17,0.117647058823529
"namentenga_tougouri",0.142857142857143,0.571428571428571,0.285714285714286,0.285714285714286,1,0.142857142857143,0,0.285714285714286,0,1,1,0.428571428571429,0.714285714285714,0,0.142857142857143,1,7,9,69,0.101449275362319
"namentenga_yalgo",0.5,0.75,0,0,1,0.25,0,0,0,1,1,0.25,0.75,0,0.25,1,4,5,20,0.2
"namentenga_zeguedeguin",0,0.25,0.5,0.25,1,0,0,0,0.5,0.5,1,0.25,0,0,0,1,4,6,NA,NA
"niafunke_banikane_narhawa",0,0,0,0,1,1,0,0.5,0,1,1,1,1,0,0,1,2,2,49,0.0408163265306122
"niafunke_dianke",0,0,0.333333333333333,0.333333333333333,1,1,0,0.666666666666667,0,1,0.666666666666667,0.333333333333333,1,0,0.333333333333333,1,3,3,16,0.1875
"niafunke_fittouga",0,0.5,0,0.5,1,1,0.5,1,0,1,1,0,1,0,0,1,2,2,79,0.0253164556962025
"niafunke_koumaira",0,0.333333333333333,0,0.333333333333333,0.666666666666667,1,0.333333333333333,0,0,1,0.666666666666667,0,1,0,0.666666666666667,1,3,3,44,0.0681818181818182
"niafunke_lere",0,0.333333333333333,0,0.666666666666667,0.333333333333333,1,0.333333333333333,1,0.333333333333333,0.666666666666667,0,0.333333333333333,1,0,0.666666666666667,0.666666666666667,3,3,19,0.157894736842105
"niafunke_n_gorkou",0,0,0.5,0.5,1,1,0,0.5,0,1,1,1,1,0,0,1,2,2,61,0.0327868852459016
"niafunke_souboundou",0.5,0.5,0,0,1,1,0,1,0,1,1,1,1,0,0,1,2,2,52,0.0384615384615385
"niafunke_soumpi",0,0.5,0.5,0.5,1,1,0,1,0.5,0.5,1,0.5,1,0,0,0.5,2,3,25,0.08
"ouallam_dingazi",0,0,0.3,0.9,1,0.6,0,0.3,0.3,0.7,1,0.4,NA,0,0.4,0.5,10,17,130,0.0769230769230769
"ouallam_ouallam",0.0588235294117647,0.0588235294117647,0.647058823529412,0.294117647058824,1,0.235294117647059,0,0,0.176470588235294,0.823529411764706,0.882352941176471,0.705882352941177,0.5,0.0588235294117647,0.529411764705882,0.470588235294118,17,26,150,0.113333333333333
"ouallam_simiri",0,0.0357142857142857,0.642857142857143,0.607142857142857,1,0.214285714285714,0,0.0357142857142857,0.0357142857142857,0.964285714285714,0.857142857142857,0.535714285714286,0.5,0.0357142857142857,0.5,0.642857142857143,28,38,425,0.0658823529411765
"ouallam_tondikiwindi",0.238095238095238,0.238095238095238,0.761904761904762,0.571428571428571,1,0.476190476190476,0,0.19047619047619,0.142857142857143,0.857142857142857,0.952380952380952,0.380952380952381,0.857142857142857,0.0476190476190476,0.380952380952381,0.428571428571429,21,35,280,0.075
"oudalan_deou",0,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0,1,0.333333333333333,0.666666666666667,1,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,3,4,51,0.0588235294117647
"oudalan_gorom_gorom",0.25,0.375,0.5,0.75,1,0.25,0,0.625,0.5,0.5,1,0.75,0.5,0.125,0.75,0.625,8,14,104,0.0769230769230769
"oudalan_markoye",1,1,0,1,1,0.666666666666667,0,0.666666666666667,0,1,1,0.333333333333333,1,0,0.666666666666667,0.666666666666667,3,4,48,0.0625
"oudalan_oursi",0,0.5,1,1,0.5,1,0.5,1,1,0,0.5,1,1,0,0.5,0.5,2,2,14,0.142857142857143
"oudalan_tin_akoff",0.166666666666667,0.166666666666667,1,1,1,0.166666666666667,1,1,1,0,0.166666666666667,0.833333333333333,0.333333333333333,0,0.5,0.166666666666667,6,9,67,0.0895522388059701
"passore_arbole",0,0.111111111111111,0.222222222222222,0,1,0.111111111111111,0,0,0.333333333333333,0.666666666666667,1,0.111111111111111,0.625,0,0.444444444444444,1,9,9,NA,NA
"passore_bagare",0,0,0.5,0,1,0,0,0,0,1,1,0.25,1,0,0.75,1,4,5,26,0.153846153846154
"passore_bokin",0,0,0.666666666666667,0,1,0,0,0,0,1,1,0.666666666666667,0.5,0,0.666666666666667,1,3,3,NA,NA
"passore_gomponson",0.333333333333333,0.333333333333333,0,0,1,0,0,0,0.666666666666667,0.333333333333333,1,1,1,0,0.666666666666667,1,3,3,NA,NA
"passore_kirsi",0,0,0.333333333333333,0,1,0.333333333333333,0,0,0.666666666666667,0.333333333333333,1,0.666666666666667,0.5,0,0.333333333333333,1,3,3,17,0.176470588235294
"passore_la_todin",0,0,0.25,0,1,0.25,0,0,0.25,0.75,1,0,1,0,0.25,1,4,4,NA,NA
"passore_pilimpikou",0,0,0.25,0,1,0,0,0,0.5,0.5,1,0.75,NA,0,0.25,1,4,4,15,0.266666666666667
"passore_samba",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,2,2,30,0.0666666666666667
"passore_yako",0.153846153846154,0.230769230769231,0.461538461538462,0.0769230769230769,1,0.0769230769230769,0,0,0.0769230769230769,0.923076923076923,1,0.615384615384615,0.428571428571429,0.0769230769230769,0.538461538461538,0.923076923076923,13,13,58,0.224137931034483
"sanmatenga_barsalogho",0,0,0.777777777777778,0.555555555555556,0.888888888888889,0.333333333333333,0.222222222222222,0.555555555555556,0.111111111111111,0.888888888888889,0.777777777777778,0.555555555555556,0.666666666666667,0,0.333333333333333,0.888888888888889,9,16,77,0.116883116883117
"sanmatenga_boussouma",0,0.25,0,0,1,0,0,0,0,1,1,0.375,0.125,0,0,1,8,14,90,0.0888888888888889
"sanmatenga_dablo",0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,3,19,0.0526315789473684
"sanmatenga_kaya",0.166666666666667,0.166666666666667,0,0,1,0,0,0,0,1,1,0,0.333333333333333,0,0.166666666666667,1,6,13,86,0.0697674418604651
"sanmatenga_korsimoro",0,0,0,0,1,0.25,0,0,0,1,1,0.25,0.25,0,0,1,4,5,60,0.0666666666666667
"sanmatenga_mane",0,0,0,0,1,0,0,0,0,1,1,0.142857142857143,0.428571428571429,0,0,1,7,12,71,0.0985915492957746
"sanmatenga_namissigma",0,0,1,1,1,0.5,0.5,1,0,1,1,1,0.5,0,0.5,0.5,2,4,NA,NA
"sanmatenga_pensa",0,0.25,0.75,0.75,0.875,0.375,0.375,1,0.25,0.75,0.875,0.375,0.4,0,0.5,0.875,8,11,39,0.205128205128205
"sanmatenga_pibaore",0,0,0,0,1,0,0,0,0,1,1,0.25,0.75,0,0,1,4,4,29,0.137931034482759
"sanmatenga_pissila",0,0.285714285714286,0.142857142857143,0.142857142857143,1,0.285714285714286,0.142857142857143,0.285714285714286,0.142857142857143,0.857142857142857,1,0.714285714285714,0.428571428571429,0,0.571428571428571,1,7,10,78,0.0897435897435897
"sanmatenga_ziga",0,0,0,0,1,0,0,0,0,1,1,0.4,0.2,0,0.2,1,5,9,52,0.0961538461538462
"say_ouro_gueladjo",0,0,0,0.714285714285714,1,0,0,0,0,1,0.857142857142857,0.428571428571429,NA,0,0.428571428571429,0.857142857142857,7,7,53,0.132075471698113
"say_say",0,0,0.3,0.3,1,0,0,0.1,0.1,0.9,1,0.2,NA,0.2,0.3,1,10,20,95,0.105263157894737
"say_tamou",0,0,0.25,0.375,1,0,0.0625,0,0,1,0.875,0.4375,NA,0,0.0625,0.8125,16,27,230,0.0695652173913043
"seno_bani",0,0.2,0.6,0.4,1,0.4,0,0.8,0.4,0.6,1,0.4,0.666666666666667,0,0,0.6,5,5,76,0.0657894736842105
"seno_dori",0.285714285714286,0.428571428571429,0.357142857142857,0.357142857142857,1,0.357142857142857,0,0.571428571428571,0.142857142857143,0.857142857142857,1,0.642857142857143,0.571428571428571,0,0.214285714285714,0.928571428571429,14,19,131,0.106870229007634
"seno_falagountou",0,0,0,0,1,0,0,0,0.5,0.5,1,0.5,0,0,0,1,2,4,25,0.08
"seno_gorgadji",0,0.375,0.875,1,1,1,0,1,0.125,0.875,1,0.625,1,0,0.625,0.875,8,9,33,0.242424242424242
"seno_sampelga",0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,14,0.0714285714285714
"seno_seytenga",1,1,0.5,0.5,1,0.5,0,0.5,0,1,1,1,1,0,0,1,2,4,36,0.0555555555555556
"soum_arbinda",0.142857142857143,0.428571428571429,0.571428571428571,0.714285714285714,0.714285714285714,0.714285714285714,0.428571428571429,0.857142857142857,0.142857142857143,0.857142857142857,0.571428571428571,0.571428571428571,0.666666666666667,0,0.714285714285714,0.857142857142857,7,8,103,0.0679611650485437
"soum_baraboule",0,0,0.6,0.6,0.8,0.4,0.6,1,0.4,0.6,0.8,0.4,0.666666666666667,0,0.4,1,5,6,55,0.0909090909090909
"soum_diguel",0,0,0,0,1,0,0,1,0,1,1,0.333333333333333,0,0,0,1,3,3,24,0.125
"soum_djibo",0,0,0.666666666666667,0.5,1,0.666666666666667,0,0.666666666666667,0.666666666666667,0.333333333333333,1,0.5,0.5,0,0.5,0.666666666666667,6,8,54,0.111111111111111
"soum_kelbo",0,0.333333333333333,0.666666666666667,0.666666666666667,1,0.666666666666667,0.333333333333333,1,0,1,1,0.333333333333333,0,0,0.666666666666667,1,3,4,13,0.230769230769231
"soum_koutougou",0,0,1,1,1,0,0,1,0,1,1,0.5,0,0,0,1,2,2,49,0.0408163265306122
"soum_nassoumbou",0,0,0.75,0,1,0,0,1,0,1,0.75,0,0,0,0,1,4,4,67,0.0597014925373134
"soum_pobe_mangao",0,0,1,0.5,1,0.5,0.5,1,1,0,0,1,0,0,0.5,0.5,2,4,NA,NA
"soum_tongomayel",0,0,0.833333333333333,1,0.666666666666667,0.5,0.333333333333333,1,0.5,0.5,0.666666666666667,0.333333333333333,0.666666666666667,0,0.5,0.5,6,9,98,0.0612244897959184
"tapoa_botou",0,0,0.0833333333333333,0.333333333333333,1,0.666666666666667,0.0833333333333333,1,0.0833333333333333,0.916666666666667,0.916666666666667,0.25,1,0,1,0.583333333333333,12,14,96,0.125
"tapoa_diapaga",0.25,0.375,0,0,1,0.375,0,0.25,0.125,0.875,1,0.875,0,0,0.25,1,8,10,49,0.163265306122449
"tapoa_kantchari",0,0.125,0.125,0.25,0.9375,0.5625,0.125,0.6875,0,1,0.8125,0.9375,1,0,0.6875,0.3125,16,21,92,0.173913043478261
"tapoa_logobou",0,0.333333333333333,0.666666666666667,0.333333333333333,1,1,0,1,0.166666666666667,0.833333333333333,0.833333333333333,1,1,0.166666666666667,0.5,0.666666666666667,6,7,NA,NA
"tapoa_namounou",0,0,0,0,1,0,0,0,0,1,1,0,NA,0,1,1,2,2,NA,NA
"tapoa_partiaga",0,0,0,0,1,0.4,0,0.2,0.4,0.6,1,0.2,0,0,1,1,5,7,15,0.333333333333333
"tapoa_tambaga",0.125,0.25,0,0.25,1,0.125,0,0.375,0.125,0.875,1,0.375,0,0,1,1,8,10,4,2
"tapoa_tansarga",0.25,0.25,0,0,1,0.5,0,1,0,1,1,0.5,0,0,0.75,1,4,4,2,2
"tassara_tassara",0.173913043478261,0.173913043478261,0.608695652173913,0.478260869565217,0.391304347826087,0.652173913043478,0.434782608695652,0.260869565217391,0.478260869565217,0.521739130434783,0.565217391304348,0.434782608695652,0.166666666666667,0,0.565217391304348,0.434782608695652,23,35,43,0.534883720930233
"tenenkou_diafarabe",0,0.333333333333333,0,0,1,1,0,1,0,1,0.666666666666667,0,0.666666666666667,0,0,1,3,3,19,0.157894736842105
"tenenkou_diaka",0,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0,1,0,1,1,0.666666666666667,1,0,0,1,3,3,42,0.0714285714285714
"tenenkou_diondori",0,0,0,0,1,1,0.333333333333333,1,0,1,1,0.666666666666667,1,0,0,1,3,3,NA,NA
"tenenkou_kareri",0,0,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,1,0,1,0.666666666666667,0,1,0,0.333333333333333,1,3,3,84,0.0357142857142857
"tenenkou_ouro_ardo",0,0,0.333333333333333,0.333333333333333,0.666666666666667,1,0.666666666666667,1,0,1,0.333333333333333,0,NA,0,0.333333333333333,1,3,3,32,0.09375
"tenenkou_ouro_guire",0,0,0.75,0.5,0.5,1,0.5,1,0,1,0.25,0.75,1,0,0.25,0.75,4,4,15,0.266666666666667
"tenenkou_sougoulbe",0,0,0.5,0.5,1,1,0.5,1,0,1,1,0,1,0,0.5,1,2,3,29,0.0689655172413793
"tenenkou_tenenkou_commune",0,0.333333333333333,0.333333333333333,0.333333333333333,1,1,0,1,0,1,1,0,0.333333333333333,0,0,1,3,3,NA,NA
"tenenkou_togoro_kotia",0,0.25,0.25,0.25,1,1,0,0.75,0,1,1,0.25,0.666666666666667,0,0,1,4,4,22,0.181818181818182
"tenenkou_toguere_coumbe",0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,1,0.333333333333333,0.666666666666667,0.666666666666667,1,1,0,0.333333333333333,0.666666666666667,3,3,58,0.0517241379310345
"tera_diagourou",0,0,0.444444444444444,0.333333333333333,1,0.333333333333333,0,0.333333333333333,0.333333333333333,0.666666666666667,0.777777777777778,0.444444444444444,NA,0,0.444444444444444,0.666666666666667,9,22,159,0.0566037735849057
"tera_gorouol",0,0,0.666666666666667,0.888888888888889,1,0.555555555555556,0,0.222222222222222,0.111111111111111,0.888888888888889,0.888888888888889,0.333333333333333,NA,0,0.333333333333333,0.555555555555556,9,14,88,0.102272727272727
"tera_kokorou",0,0,0.35,0.25,1,0.1,0,0.05,0.1,0.9,0.65,0.6,NA,0.1,0.25,0.9,20,33,255,0.0784313725490196
"tera_mehana",0,0,0.5,0.428571428571429,1,0.0714285714285714,0,0,0.5,0.5,1,0.357142857142857,NA,0,0.857142857142857,0.785714285714286,14,28,89,0.157303370786517
"tera_tera",0,0.0833333333333333,0.75,0.583333333333333,1,0.416666666666667,0,0.166666666666667,0.166666666666667,0.833333333333333,1,0.75,1,0.0833333333333333,0.583333333333333,0.75,12,27,82,0.146341463414634
"tidermene_tidermene",0.222222222222222,0.555555555555556,0.666666666666667,0.666666666666667,0.333333333333333,0.777777777777778,0.888888888888889,0.777777777777778,0.444444444444444,0.555555555555556,0.111111111111111,0.777777777777778,0.8,0,0.888888888888889,0,9,10,10,0.9
