dep_com;idp_refugie_last_month;idp_refugie_3_months;food_access_no;mean_existence_access_no;market_access;security_feeling_no;health_access_no;education_access_no;diff_info_access;diff_info_access_no;nutri_programme;enough_water_access_no;pdi_vivant_cond_adeq_no;abris_dommages;procuration_savon;tel_mobile;settlement_assessed_num;ki_num;n;dep_percentage
gourma_fada_ngourma;0,18181818;0,27272727;0,45454545;0,54545455;1,0000000;0,45454545;0,00000000;0,63636364;0,00000000;1,0000000;0,90909091;0,6363636;1,0000000;0,00000000;0,8181818;0,90909091;11;14; 49;0,22448980
gourma_matiakoali;0,00000000;0,09090909;0,45454545;0,27272727;0,9090909;1,00000000;0,09090909;0,90909091;0,36363636;0,6363636;0,90909091;0,9090909;0,3333333;0,09090909;0,6363636;0,90909091;11;12; 63;0,17460317
gourma_rharous_bambara_maoude;0,00000000;0,66666667;1,00000000;0,66666667;0,6666667;0,66666667;0,33333333;0,00000000;0,00000000;1,0000000;0,00000000;0,6666667;0,0000000;0,00000000;0,6666667;0,00000000; 3; 3; 47;0,06382979
gourma_rharous_banikane;0,00000000;0,00000000;0,50000000;0,50000000;0,5000000;0,50000000;0,50000000;0,00000000;0,00000000;1,0000000;0,50000000;0,0000000;NA;0,00000000;0,5000000;0,50000000; 2; 2; 12;0,16666667
gourma_rharous_gossi;0,83333333;1,00000000;1,00000000;1,00000000;0,1666667;1,00000000;0,66666667;0,83333333;0,66666667;0,3333333;0,16666667;1,0000000;1,0000000;0,00000000;0,8333333;0,33333333; 6; 7; 21;0,28571429
gourma_rharous_hamzakona;0,00000000;0,00000000;1,00000000;1,00000000;0,0000000;1,00000000;1,00000000;1,00000000;1,00000000;0,0000000;0,00000000;0,0000000;NA;0,00000000;1,0000000;0,00000000; 1; 1;NA;NA
gourma_rharous_inadiatafane;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;NA;0,00000000;0,0000000;0,00000000; 1; 1; 16;0,06250000
gourma_rharous_ouinerden;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,00000000;1,00000000;1,00000000;0,0000000;0,00000000;0,0000000;NA;0,00000000;1,0000000;0,00000000; 1; 1; 18;0,05555556
gourma_rharous_rharous;0,00000000;0,00000000;0,16666667;0,16666667;0,8333333;0,00000000;0,16666667;0,00000000;0,16666667;0,8333333;0,50000000;0,0000000;0,0000000;0,00000000;0,1666667;0,33333333; 6; 6; 29;0,20689655
gourma_rharous_serere;0,00000000;0,33333333;0,00000000;0,00000000;0,6666667;0,00000000;0,33333333;0,00000000;0,00000000;1,0000000;0,33333333;0,0000000;0,0000000;0,00000000;0,3333333;1,00000000; 3; 3; 10;0,30000000
gourma_tibga;0,00000000;0,00000000;0,38461538;0,15384615;1,0000000;0,23076923;0,00000000;0,00000000;0,30769231;0,6923077;1,00000000;0,7692308;0,6923077;0,15384615;0,5384615;0,76923077;13;16; 36;0,36111111
gourma_yamba;0,00000000;0,09090909;0,18181818;0,00000000;1,0000000;0,09090909;0,09090909;0,09090909;0,18181818;0,8181818;0,90909091;0,9090909;0,7272727;0,09090909;0,3636364;0,81818182;11;13; 54;0,20370370
inekar_inekar;0,00000000;0,25000000;0,75000000;0,50000000;0,5000000;0,75000000;0,37500000;0,87500000;0,50000000;0,5000000;0,25000000;0,5000000;0,5000000;0,12500000;0,7500000;0,00000000; 8; 8; 11;0,72727273
komandjari_bartiebougou;0,00000000;0,00000000;1,00000000;1,00000000;1,0000000;1,00000000;0,00000000;1,00000000;1,00000000;0,0000000;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;0,50000000; 2; 3; 18;0,11111111
komandjari_foutouri;0,00000000;0,00000000;0,33333333;0,00000000;1,0000000;0,00000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,6666667;1,0000000;0,00000000;0,6666667;1,00000000; 3; 3; 23;0,13043478
komandjari_gayeri;0,10000000;0,30000000;0,30000000;0,20000000;1,0000000;0,70000000;0,00000000;0,90000000;0,40000000;0,6000000;1,00000000;0,7000000;0,8333333;0,00000000;0,5000000;0,80000000;10;11; 69;0,14492754
kompienga_kompienga;0,00000000;0,50000000;0,00000000;0,00000000;1,0000000;0,50000000;0,00000000;0,50000000;0,50000000;0,5000000;1,00000000;0,5000000;1,0000000;0,00000000;0,5000000;1,00000000; 2; 6; 12;0,16666667
kompienga_madjoari;0,00000000;1,00000000;1,00000000;1,00000000;0,5000000;1,00000000;1,00000000;1,00000000;1,00000000;0,0000000;0,50000000;1,0000000;0,5000000;0,00000000;1,0000000;0,00000000; 2; 3;  3;0,66666667
kompienga_pama;0,00000000;0,44444444;0,55555556;0,55555556;0,6666667;1,00000000;0,11111111;0,66666667;0,55555556;0,4444444;0,88888889;0,7777778;1,0000000;0,00000000;1,0000000;0,44444444; 9; 9;  8;1,12500000
koro_bamba;0,00000000;1,00000000;1,00000000;1,00000000;0,0000000;1,00000000;1,00000000;1,00000000;0,00000000;1,0000000;0,00000000;1,0000000;1,0000000;0,00000000;1,0000000;1,00000000; 2; 2; 30;0,06666667
koro_barapireli;1,00000000;1,00000000;1,00000000;1,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 29;0,06896552
koro_bondo;0,00000000;1,00000000;0,00000000;0,00000000;0,5000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;1,00000000; 2; 2; 20;0,10000000
koro_diankabou;0,00000000;1,00000000;1,00000000;1,00000000;0,0000000;1,00000000;0,50000000;1,00000000;0,00000000;1,0000000;0,50000000;1,0000000;1,0000000;0,00000000;1,0000000;1,00000000; 2; 2; 27;0,07407407
koro_dinangourou;0,00000000;0,00000000;1,00000000;1,00000000;0,5000000;1,00000000;0,00000000;1,00000000;0,50000000;0,5000000;0,00000000;0,5000000;1,0000000;0,00000000;1,0000000;0,00000000; 2; 2; 24;0,08333333
koro_diougani;0,00000000;0,00000000;1,00000000;1,00000000;0,5000000;1,00000000;1,00000000;1,00000000;0,50000000;0,5000000;0,00000000;0,5000000;1,0000000;0,00000000;1,0000000;0,50000000; 2; 2; 42;0,04761905
koro_dougoutene_i;0,00000000;0,00000000;0,50000000;1,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,5000000;0,5000000;0,00000000;0,5000000;1,00000000; 2; 2; 29;0,06896552
koro_dougoutene_ii;0,00000000;0,00000000;0,00000000;1,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 37;0,05405405
koro_kassa;0,00000000;1,00000000;1,00000000;1,00000000;0,5000000;1,00000000;1,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,5000000;1,0000000;0,00000000;1,0000000;0,00000000; 2; 2; 19;0,10526316
koro_koporo_pen;0,00000000;1,00000000;1,00000000;1,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;1,00000000; 2; 2; 29;0,06896552
koro_koporokendie_na;0,00000000;0,00000000;0,00000000;0,00000000;0,5000000;1,00000000;0,50000000;0,50000000;0,00000000;1,0000000;0,00000000;1,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 35;0,05714286
koro_koro;0,00000000;0,50000000;0,50000000;0,75000000;0,7500000;0,75000000;0,50000000;0,50000000;0,00000000;1,0000000;0,50000000;0,7500000;1,0000000;0,00000000;0,7500000;1,00000000; 4; 4; 64;0,06250000
koro_madougou;0,00000000;0,00000000;0,50000000;0,50000000;0,5000000;1,00000000;0,50000000;0,50000000;0,00000000;1,0000000;0,50000000;0,5000000;1,0000000;0,00000000;0,5000000;0,50000000; 2; 2; 44;0,04545455
koro_pel_maoude;0,00000000;0,00000000;0,00000000;0,00000000;0,5000000;1,00000000;0,50000000;0,50000000;0,00000000;1,0000000;0,50000000;0,5000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 30;0,06666667
koro_yoro;0,50000000;1,00000000;0,50000000;1,00000000;0,5000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,50000000;1,0000000;1,0000000;0,00000000;0,0000000;0,00000000; 2; 2; 23;0,08695652
koro_youdiou;0,00000000;0,00000000;0,50000000;0,50000000;1,0000000;0,50000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 19;0,10526316
loroum_bahn;0,00000000;0,00000000;1,00000000;0,87500000;0,5000000;0,87500000;0,25000000;0,87500000;0,62500000;0,3750000;0,75000000;0,3750000;1,0000000;0,12500000;1,0000000;1,00000000; 8; 8; 52;0,15384615
loroum_ouindigui;0,14285714;0,14285714;0,85714286;0,85714286;0,8571429;0,85714286;0,14285714;0,57142857;0,42857143;0,5714286;0,85714286;0,1428571;0,7500000;0,00000000;1,0000000;0,85714286; 7; 7; 16;0,43750000
loroum_solle;0,00000000;0,14285714;0,85714286;0,85714286;1,0000000;0,85714286;0,00000000;0,85714286;0,28571429;0,7142857;1,00000000;0,2857143;0,5000000;0,00000000;0,7142857;0,71428571; 7; 7; 28;0,25000000
loroum_titao;0,00000000;0,00000000;0,76923077;0,84615385;1,0000000;0,61538462;0,00000000;0,46153846;0,30769231;0,6923077;1,00000000;0,2307692;0,6250000;0,00000000;0,7692308;0,84615385;13;13; 57;0,22807018
menaka_menaka;0,00000000;0,58333333;0,50000000;0,50000000;0,5833333;0,66666667;0,50000000;0,66666667;0,41666667;0,5833333;0,16666667;0,3333333;0,8571429;0,25000000;0,5833333;0,33333333;12;12; 16;0,75000000
mopti_bassirou;0,00000000;0,00000000;0,50000000;0,50000000;0,5000000;1,00000000;0,50000000;0,50000000;0,00000000;1,0000000;1,00000000;0,0000000;0,0000000;0,00000000;0,0000000;1,00000000; 2; 2;  5;0,40000000
mopti_borondougou;0,00000000;0,00000000;0,50000000;0,50000000;0,0000000;1,00000000;0,50000000;1,00000000;0,00000000;1,0000000;0,00000000;0,0000000;NA;0,00000000;0,5000000;1,00000000; 2; 2;  9;0,22222222
mopti_dialloube;0,00000000;0,00000000;0,50000000;0,50000000;1,0000000;1,00000000;1,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,5000000;NA;0,00000000;0,0000000;1,00000000; 2; 2; 37;0,05405405
mopti_fatoma;0,00000000;0,00000000;0,33333333;0,33333333;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 3; 3; 32;0,09375000
mopti_konna;0,00000000;0,50000000;0,50000000;0,50000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 49;0,04081633
mopti_korombana;0,25000000;0,25000000;0,25000000;0,25000000;0,5000000;1,00000000;0,25000000;0,50000000;0,00000000;1,0000000;0,50000000;0,0000000;1,0000000;0,00000000;0,5000000;1,00000000; 4; 4; 35;0,11428571
mopti_koubaye;0,00000000;0,00000000;0,00000000;0,50000000;0,5000000;1,00000000;0,00000000;0,00000000;0,50000000;0,5000000;0,00000000;0,0000000;1,0000000;0,00000000;0,0000000;0,00000000; 2; 2; 12;0,16666667
mopti_kounari;0,00000000;0,00000000;0,50000000;1,00000000;0,0000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,5000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 44;0,04545455
mopti_mopti;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,3333333;0,00000000;0,3333333;1,00000000; 3; 3; 11;0,27272727
mopti_ouro_modi;0,00000000;0,00000000;0,00000000;0,00000000;0,5000000;1,00000000;0,50000000;0,50000000;0,50000000;0,5000000;0,50000000;0,0000000;NA;0,00000000;0,5000000;1,00000000; 2; 2;  5;0,40000000
mopti_ouroube_doude;0,00000000;0,50000000;0,50000000;0,50000000;1,0000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,0000000;1,0000000;0,00000000;0,5000000;1,00000000; 2; 2; 11;0,18181818
mopti_sasalbe;0,00000000;0,50000000;0,50000000;0,50000000;0,5000000;1,00000000;1,00000000;0,50000000;0,00000000;1,0000000;0,50000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 12;0,16666667
mopti_sio;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;1,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 34;0,05882353
mopti_socoura;0,00000000;0,00000000;0,50000000;0,25000000;0,7500000;1,00000000;0,25000000;0,00000000;0,00000000;1,0000000;0,75000000;0,0000000;1,0000000;0,00000000;0,2500000;1,00000000; 4; 4; 47;0,08510638
mopti_soye;0,00000000;0,00000000;0,00000000;1,00000000;0,0000000;1,00000000;0,50000000;1,00000000;0,50000000;0,5000000;0,00000000;0,0000000;NA;0,00000000;0,0000000;0,00000000; 2; 2; 41;0,04878049
namentenga_boala;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,6666667;0,0000000;0,00000000;0,0000000;1,00000000; 3; 6; 22;0,13636364
namentenga_boulsa;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,42857143;0,5714286;1,00000000;0,4285714;0,2857143;0,00000000;0,0000000;1,00000000; 7;11; 69;0,10144928
namentenga_bouroum;0,50000000;0,50000000;0,25000000;1,00000000;1,0000000;0,25000000;0,00000000;0,75000000;0,00000000;1,0000000;1,00000000;0,7500000;0,7500000;0,00000000;0,2500000;0,50000000; 4; 6; 36;0,11111111
namentenga_dargo;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,50000000;0,5000000;1,00000000;0,0000000;0,5000000;0,00000000;0,0000000;1,00000000; 2; 6; 20;0,10000000
namentenga_nagbingou;0,00000000;0,00000000;0,00000000;1,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 2; 17;0,11764706
namentenga_tougouri;0,00000000;0,12500000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,1250000;0,5000000;0,00000000;0,1250000;1,00000000; 8;12; 69;0,11594203
namentenga_yalgo;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 2; 3; 20;0,10000000
namentenga_zeguedeguen;0,00000000;0,00000000;0,33333333;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,3333333;0,0000000;0,00000000;0,0000000;1,00000000; 3; 5; 25;0,12000000
niafunke_banikane_narhawa;0,00000000;0,00000000;0,25000000;0,25000000;0,5000000;1,00000000;0,25000000;0,50000000;0,00000000;1,0000000;0,75000000;0,7500000;1,0000000;0,00000000;0,0000000;1,00000000; 4; 4; 49;0,08163265
niafunke_dianke;0,00000000;0,00000000;0,50000000;0,50000000;0,5000000;1,00000000;0,25000000;0,75000000;0,00000000;1,0000000;0,50000000;0,5000000;1,0000000;0,00000000;0,0000000;1,00000000; 4; 4; 16;0,25000000
niafunke_fittouga;0,00000000;0,00000000;0,00000000;0,25000000;0,5000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,75000000;0,5000000;NA;0,00000000;0,0000000;1,00000000; 4; 4; 79;0,05063291
niafunke_koumaira;0,00000000;0,00000000;0,66666667;0,66666667;1,0000000;1,00000000;1,00000000;1,00000000;0,00000000;1,0000000;0,66666667;1,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 3; 3; 44;0,06818182
niafunke_lere;0,00000000;0,00000000;0,75000000;0,75000000;0,5000000;1,00000000;0,25000000;0,75000000;0,00000000;1,0000000;0,75000000;0,7500000;1,0000000;0,00000000;0,0000000;1,00000000; 4; 4; 19;0,21052632
niafunke_n_gorkou;0,00000000;0,00000000;0,66666667;0,66666667;1,0000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 3; 3; 61;0,04918033
niafunke_souboundou;0,00000000;0,00000000;0,25000000;0,50000000;0,5000000;1,00000000;0,00000000;0,75000000;0,00000000;1,0000000;0,50000000;0,2500000;1,0000000;0,00000000;0,2500000;1,00000000; 4; 4; 52;0,07692308
niafunke_soumpi;0,00000000;0,00000000;0,75000000;0,75000000;1,0000000;1,00000000;0,50000000;1,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;0,0000000;1,00000000; 4; 4; 25;0,16000000
ouallam_dingazi;0,00000000;0,00000000;0,71428571;0,85714286;1,0000000;0,85714286;0,00000000;0,42857143;0,71428571;0,2857143;1,00000000;0,1428571;NA;0,00000000;0,5714286;0,14285714; 7; 8;130;0,05384615
ouallam_ouallam;0,00000000;0,05263158;0,52631579;0,36842105;1,0000000;0,15789474;0,00000000;0,00000000;0,05263158;0,9473684;0,84210526;0,4210526;0,0000000;0,05263158;0,3684211;0,73684211;19;25;150;0,12666667
ouallam_simiri;0,00000000;0,00000000;0,68000000;0,52000000;1,0000000;0,12000000;0,00000000;0,04000000;0,16000000;0,8400000;0,84000000;0,4000000;NA;0,04000000;0,7200000;0,84000000;25;35;425;0,05882353
ouallam_tondikiwindi;0,09523810;0,19047619;0,61904762;0,42857143;1,0000000;0,38095238;0,04761905;0,19047619;0,19047619;0,8095238;0,85714286;0,5714286;0,8000000;0,00000000;0,5238095;0,47619048;21;35;280;0,07500000
oudalan_deou;0,00000000;0,75000000;1,00000000;0,50000000;1,0000000;0,25000000;0,00000000;1,00000000;0,75000000;0,2500000;1,00000000;0,7500000;0,2500000;0,00000000;0,5000000;0,50000000; 4; 6; 51;0,07843137
oudalan_gorom_gorom;0,00000000;0,14285714;0,14285714;0,28571429;1,0000000;0,14285714;0,00000000;0,85714286;0,42857143;0,5714286;1,00000000;0,7142857;0,7142857;0,00000000;0,2857143;1,00000000; 7;12;104;0,06730769
oudalan_markoye;0,33333333;0,66666667;0,50000000;1,00000000;1,0000000;1,00000000;0,00000000;0,66666667;0,33333333;0,6666667;1,00000000;1,0000000;1,0000000;0,00000000;0,8333333;1,00000000; 6; 7; 48;0,12500000
oudalan_oursi;0,00000000;0,33333333;1,00000000;1,00000000;1,0000000;1,00000000;0,00000000;1,00000000;0,66666667;0,3333333;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;0,33333333; 3; 3; 14;0,21428571
oudalan_tin_akoff;0,14285714;0,28571429;0,85714286;1,00000000;0,7142857;0,85714286;0,85714286;1,00000000;0,71428571;0,2857143;0,28571429;0,5714286;0,5000000;0,00000000;0,7142857;0,14285714; 7;10; 67;0,10447761
passore_arbolle;0,00000000;0,00000000;0,25000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,50000000;0,5000000;1,00000000;0,0000000;1,0000000;0,00000000;0,5000000;0,75000000; 4; 4; 55;0,07272727
passore_bagare;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;1,00000000;0,0000000;1,00000000;0,0000000;0,5000000;0,00000000;1,0000000;1,00000000; 2; 2; 26;0,07692308
passore_boken;0,00000000;0,00000000;0,66666667;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,33333333;0,6666667;1,00000000;0,6666667;1,0000000;0,00000000;0,6666667;1,00000000; 3; 4; 57;0,05263158
passore_gomponsom;0,00000000;0,20000000;0,40000000;0,00000000;1,0000000;0,20000000;0,00000000;0,00000000;0,20000000;0,8000000;1,00000000;0,2000000;0,0000000;0,00000000;0,6000000;0,60000000; 5; 5; 19;0,26315789
passore_kirsi;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,50000000;0,00000000;0,00000000;1,00000000;0,0000000;1,00000000;0,5000000;NA;0,00000000;1,0000000;1,00000000; 2; 2; 17;0,11764706
passore_la_toden;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;NA;0,00000000;0,5000000;1,00000000; 2; 2; 26;0,07692308
passore_pilimpikou;0,00000000;0,00000000;1,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;1,0000000;NA;0,00000000;0,0000000;1,00000000; 1; 1; 15;0,06666667
passore_samba;0,00000000;0,00000000;0,20000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,4000000;0,0000000;0,00000000;0,4000000;0,80000000; 5; 5; 30;0,16666667
passore_yako;0,00000000;0,00000000;0,28571429;0,00000000;1,0000000;0,14285714;0,00000000;0,00000000;0,14285714;0,8571429;1,00000000;0,4285714;0,0000000;0,00000000;0,1428571;1,00000000; 7; 7; 58;0,12068966
sanmatenga_barsalogho;0,00000000;0,22222222;0,33333333;0,44444444;1,0000000;0,44444444;0,00000000;0,33333333;0,00000000;1,0000000;1,00000000;0,6666667;0,7500000;0,00000000;0,2222222;1,00000000; 9; 9; 77;0,11688312
sanmatenga_boussouma;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,87500000;0,1250000;0,5000000;0,00000000;0,0000000;1,00000000; 8;13; 90;0,08888889
sanmatenga_dablo;0,00000000;0,00000000;1,00000000;1,00000000;1,0000000;1,00000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,00000000;1,0000000;0,00000000; 1; 3; 19;0,05263158
sanmatenga_kaya;0,00000000;0,00000000;0,10000000;0,10000000;1,0000000;0,10000000;0,00000000;0,00000000;0,10000000;0,9000000;1,00000000;0,2000000;0,6000000;0,00000000;0,1000000;1,00000000;10;15; 86;0,11627907
sanmatenga_korsimoro;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,1428571;0,2857143;0,00000000;0,0000000;1,00000000; 7; 9; 60;0,11666667
sanmatenga_mane;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,3333333;0,00000000;0,0000000;1,00000000; 6;14; 71;0,08450704
sanmatenga_namissiguima;0,00000000;0,25000000;0,50000000;1,00000000;1,0000000;0,50000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,2500000;0,7500000;0,00000000;0,5000000;0,50000000; 4; 4; 25;0,16000000
sanmatenga_pensa;0,00000000;0,20000000;0,80000000;0,60000000;1,0000000;0,60000000;0,00000000;1,00000000;0,40000000;0,6000000;1,00000000;0,4000000;0,0000000;0,00000000;0,4000000;0,80000000; 5; 5; 39;0,12820513
sanmatenga_pibaore;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,0000000;0,00000000;0,0000000;0,75000000; 4; 5; 29;0,13793103
sanmatenga_pissila;0,00000000;0,22222222;0,11111111;0,22222222;1,0000000;0,00000000;0,00000000;0,11111111;0,00000000;1,0000000;1,00000000;0,3333333;0,4444444;0,00000000;0,1111111;1,00000000; 9;12; 78;0,11538462
sanmatenga_ziga;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,20000000;0,8000000;1,00000000;0,4000000;0,6000000;0,00000000;0,0000000;1,00000000; 5;10; 52;0,09615385
say_ouro_gueladjo;0,00000000;0,00000000;0,33333333;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;NA;0,00000000;0,3333333;1,00000000; 3; 3; 53;0,05660377
say_say;0,00000000;0,00000000;0,27272727;0,18181818;1,0000000;0,18181818;0,00000000;0,09090909;0,18181818;0,8181818;0,81818182;0,2727273;NA;0,18181818;0,4545455;0,81818182;11;20; 95;0,11578947
say_tamou;0,00000000;0,00000000;0,46153846;0,00000000;1,0000000;0,00000000;0,07692308;0,00000000;0,07692308;0,9230769;0,84615385;0,3076923;NA;0,15384615;0,3076923;0,76923077;13;18;230;0,05652174
seno_bani;0,20000000;0,20000000;0,40000000;0,20000000;1,0000000;0,00000000;0,00000000;0,40000000;0,20000000;0,8000000;1,00000000;1,0000000;0,4000000;0,00000000;0,0000000;0,80000000; 5; 8; 76;0,06578947
seno_dori;0,14285714;0,21428571;0,21428571;0,07142857;1,0000000;0,14285714;0,00000000;0,35714286;0,14285714;0,8571429;1,00000000;0,6428571;0,4285714;0,00000000;0,1428571;1,00000000;14;15;131;0,10687023
seno_falagountou;0,00000000;0,20000000;0,00000000;0,00000000;1,0000000;0,00000000;0,00000000;0,00000000;0,00000000;1,0000000;1,00000000;0,0000000;0,2000000;0,00000000;0,4000000;1,00000000; 5; 5; 25;0,20000000
seno_gorgadji;0,25000000;0,25000000;1,00000000;1,00000000;1,0000000;0,75000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;0,2500000;0,0000000;0,00000000;0,7500000;0,75000000; 4; 5; 33;0,12121212
seno_sampelga;0,50000000;0,50000000;0,50000000;0,50000000;1,0000000;0,50000000;0,00000000;1,00000000;1,00000000;0,0000000;1,00000000;0,5000000;0,5000000;0,00000000;0,0000000;1,00000000; 2; 3; 14;0,14285714
seno_seytenga;0,00000000;0,33333333;0,00000000;0,00000000;1,0000000;0,33333333;0,00000000;0,66666667;0,33333333;0,6666667;1,00000000;0,6666667;0,6666667;0,00000000;0,3333333;0,66666667; 3; 5; 36;0,08333333
soum_arbinda;0,33333333;0,33333333;0,66666667;0,66666667;1,0000000;0,66666667;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;1,0000000;0,6666667;0,00000000;0,3333333;1,00000000; 3; 6;103;0,02912621
soum_baraboule;0,00000000;0,12500000;0,87500000;0,87500000;0,8750000;0,75000000;0,37500000;1,00000000;0,50000000;0,5000000;0,75000000;0,5000000;1,0000000;0,12500000;0,7500000;0,37500000; 8; 9; 55;0,14545455
soum_diguel;0,00000000;0,00000000;0,50000000;0,00000000;1,0000000;0,00000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;0,7500000;0,2500000;0,00000000;0,2500000;0,75000000; 4; 5; 24;0,16666667
soum_djibo;0,00000000;0,25000000;1,00000000;0,75000000;1,0000000;0,25000000;0,00000000;0,75000000;0,25000000;0,7500000;1,00000000;0,7500000;1,0000000;0,00000000;0,5000000;1,00000000; 4; 6; 54;0,07407407
soum_kelbo;0,50000000;0,50000000;1,00000000;1,00000000;1,0000000;0,50000000;0,00000000;1,00000000;0,00000000;1,0000000;1,00000000;0,5000000;0,5000000;0,00000000;0,5000000;1,00000000; 2; 2; 13;0,15384615
soum_koutougou;0,00000000;0,00000000;0,75000000;0,50000000;1,0000000;0,50000000;0,00000000;1,00000000;0,50000000;0,5000000;1,00000000;0,7500000;0,2500000;0,00000000;0,2500000;0,75000000; 4; 4; 49;0,08163265
