State_Id;id_grid;idp_refugie_last_month;idp_refugie_3_months;food_access_no;mean_existence_access_no;market_access;security_feeling_no;health_access_no;education_access_no;diff_info_access;diff_info_access_no;nutri_programme;enough_water_access_no;pdi_vivant_cond_adeq_no;abris_dommages;procuration_savon;tel_mobile;settlement_assessed_num;ki_num
Tillaberi3370;1539;0,0000000;0,00000000;0,8000000;0,80000000;1,0000000;0,6000000;0,0000000;0,00000000;0,00000000;1,0000000;0,8000000;0,60000000;NA;0,00000000;0,8000000;0,8000000;16; 6
Tillaberi3371;1540;0,0000000;0,00000000;0,2000000;0,00000000;1,0000000;0,0000000;0,0000000;0,40000000;0,00000000;1,0000000;1,0000000;0,20000000;NA;0,00000000;0,0000000;0,8000000;16; 6
Tillaberi3372;1541;0,0000000;0,00000000;0,3333333;0,22222222;1,0000000;0,1666667;0,0000000;0,05555556;0,38888889;0,6111111;0,9444444;0,16666667;1,0000000;0,00000000;0,5555556;0,7222222;16;35
Tillaberi3373;1542;0,0000000;0,05263158;0,5263158;0,31578947;1,0000000;0,1578947;0,0000000;0,00000000;0,26315789;0,7368421;0,8947368;0,36842105;1,0000000;0,15789474;0,4210526;0,7894737;16;40
Tillaberi3374;1543;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 1
Tillaberi3375;1544;0,0000000;0,00000000;0,2857143;0,42857143;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,8571429;0,71428571;NA;0,14285714;0,7142857;0,8571429;16; 8
Tillaberi3376;1545;0,0000000;0,20000000;0,0000000;0,20000000;1,0000000;0,2000000;0,0000000;0,00000000;0,20000000;0,8000000;1,0000000;0,00000000;0,0000000;0,00000000;0,0000000;0,6000000;16;10
Tillaberi3377;1546;0,0000000;0,00000000;0,8333333;0,50000000;1,0000000;0,3333333;0,0000000;0,00000000;0,16666667;0,8333333;0,6666667;0,50000000;NA;0,00000000;0,6666667;0,8333333;16; 8
Tillaberi3378;1547;0,0000000;0,00000000;1,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;1,0000000;16; 1
Tillaberi3380;1549;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,0000000;0,00000000;1,00000000;0,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tillaberi3381;1550;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 3
Tillaberi3382;1551;0,0000000;0,00000000;1,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tillaberi3383;1552;0,0000000;0,00000000;0,2500000;0,50000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,5000000;0,75000000;NA;0,00000000;0,0000000;1,0000000;16; 5
Tillaberi3384;1553;0,0000000;0,00000000;0,5000000;0,50000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;0,5000000;1,0000000;16; 2
Tillaberi3386;1555;0,0000000;0,00000000;0,0000000;1,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 1
Tillaberi3518;1674;0,0000000;0,00000000;0,6666667;0,00000000;1,0000000;0,3333333;0,0000000;0,00000000;0,66666667;0,3333333;1,0000000;1,00000000;NA;0,00000000;1,0000000;0,3333333;16; 4
Tillaberi3520;1676;0,0000000;0,00000000;0,2000000;0,40000000;1,0000000;0,2000000;0,0000000;0,00000000;0,40000000;0,6000000;0,8000000;0,80000000;NA;0,00000000;0,6000000;0,8000000;16; 6
Tillaberi3521;1677;0,0000000;0,00000000;0,2500000;0,37500000;1,0000000;0,0000000;0,0000000;0,00000000;0,12500000;0,8750000;0,8750000;0,37500000;NA;0,00000000;0,7500000;0,8750000;16;17
Tillaberi3522;1678;0,0000000;0,25000000;0,7500000;0,50000000;1,0000000;0,7500000;0,0000000;0,00000000;0,25000000;0,7500000;1,0000000;0,75000000;1,0000000;0,00000000;0,0000000;0,5000000;16; 6
Tillaberi3523;1679;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,0000000;0,0000000;0,00000000;1,00000000;0,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 2
Tillaberi3524;1680;0,0000000;0,00000000;0,5000000;0,50000000;1,0000000;1,0000000;0,0000000;1,00000000;0,50000000;0,5000000;1,0000000;0,50000000;NA;0,00000000;0,0000000;0,5000000;16; 3
Tillaberi3525;1681;0,0000000;0,00000000;1,0000000;0,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;0,0000000;0,0000000;16; 2
Tillaberi3526;1682;0,1666667;0,16666667;0,6666667;0,33333333;1,0000000;0,3333333;0,0000000;0,00000000;0,33333333;0,6666667;0,8333333;0,50000000;1,0000000;0,00000000;0,6666667;0,5000000;16;10
Tillaberi3527;1683;0,2500000;0,25000000;0,5000000;0,50000000;1,0000000;0,2500000;0,2500000;0,00000000;0,00000000;1,0000000;0,7500000;0,75000000;1,0000000;0,00000000;0,7500000;0,2500000;16; 6
Tillaberi3528;1684;0,0000000;0,00000000;0,0000000;1,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;1,0000000;1,0000000;16; 1
Tillaberi3529;1685;0,0000000;0,00000000;1,0000000;0,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tillaberi3530;1686;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,6666667;0,0000000;0,66666667;1,00000000;0,0000000;1,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 4
Tillaberi3532;1688;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tillaberi3533;1689;0,0000000;0,00000000;0,6000000;1,00000000;1,0000000;0,4000000;0,0000000;0,00000000;0,00000000;1,0000000;0,6000000;0,60000000;0,0000000;0,00000000;0,4000000;0,8000000;16; 6
Tillaberi3536;1692;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,0000000;0,3333333;0,00000000;0,00000000;1,0000000;1,0000000;0,66666667;NA;0,00000000;0,3333333;0,3333333;16; 6
Tillaberi3537;1693;0,0000000;0,00000000;0,7500000;1,00000000;0,7500000;0,5000000;0,0000000;0,00000000;0,75000000;0,2500000;1,0000000;0,75000000;0,0000000;0,00000000;0,5000000;0,2500000;16; 8
Tillaberi3668;1812;0,0000000;0,00000000;0,5000000;0,50000000;1,0000000;0,5000000;0,0000000;0,00000000;0,50000000;0,5000000;1,0000000;0,00000000;NA;0,00000000;1,0000000;0,5000000;16; 2
Tillaberi3669;1813;0,0000000;0,00000000;0,8000000;0,00000000;1,0000000;0,2000000;0,0000000;0,00000000;0,40000000;0,4000000;0,8000000;0,60000000;NA;0,00000000;0,6000000;0,6000000;16; 9
Tillaberi3670;1814;0,0000000;0,00000000;0,8333333;0,00000000;1,0000000;0,3333333;0,0000000;0,16666667;0,33333333;0,6666667;1,0000000;0,50000000;0,0000000;0,00000000;0,6666667;0,5000000;16;11
Tillaberi3671;1815;0,0000000;0,00000000;0,6000000;0,00000000;1,0000000;0,4000000;0,0000000;0,00000000;0,20000000;0,8000000;0,8000000;0,40000000;1,0000000;0,00000000;0,4000000;0,8000000;16; 9
Tillaberi3672;1816;0,0000000;0,00000000;0,7500000;0,50000000;1,0000000;1,0000000;0,2500000;0,25000000;0,75000000;0,2500000;0,5000000;1,00000000;NA;0,00000000;0,7500000;0,2500000;16; 4
Tillaberi3674;1818;0,0000000;0,00000000;0,0000000;1,00000000;1,0000000;1,0000000;0,0000000;1,00000000;1,00000000;0,0000000;1,0000000;0,00000000;NA;0,00000000;1,0000000;1,0000000;16; 1
Tillaberi3675;1819;0,0000000;0,50000000;0,5000000;0,00000000;1,0000000;0,5000000;0,0000000;0,00000000;0,00000000;1,0000000;0,5000000;0,50000000;1,0000000;0,00000000;0,0000000;0,5000000;16; 2
Tillaberi3676;1820;0,0000000;0,33333333;1,0000000;1,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,33333333;0,6666667;1,0000000;0,66666667;0,0000000;0,00000000;0,3333333;0,3333333;16; 6
Tillaberi3677;1821;0,0000000;0,00000000;0,5000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,50000000;1,0000000;0,00000000;0,5000000;0,5000000;16; 3
Tillaberi3678;1822;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,0000000;1,00000000;1,00000000;0,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;0,0000000;16; 3
Tillaberi3680;1824;0,0000000;0,00000000;0,6666667;1,00000000;1,0000000;1,0000000;0,0000000;0,66666667;1,00000000;0,0000000;1,0000000;0,33333333;NA;0,00000000;0,6666667;0,0000000;16; 4
Tillaberi3681;1825;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;1,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tillaberi3683;1827;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,0000000;0,2500000;0,00000000;0,00000000;1,0000000;0,7500000;0,75000000;NA;0,00000000;0,5000000;0,5000000;16; 7
Tillaberi3684;1828;0,0000000;0,00000000;0,3333333;1,00000000;1,0000000;0,3333333;0,0000000;0,00000000;0,33333333;0,6666667;0,6666667;0,33333333;NA;0,00000000;0,3333333;0,3333333;16; 5
Tillaberi3685;1829;0,0000000;0,00000000;0,0000000;1,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 1
Tillaberi3686;1830;0,0000000;0,50000000;1,0000000;1,00000000;1,0000000;0,5000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;1,0000000;0,00000000;0,0000000;1,0000000;16; 3
Tillaberi3687;1831;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tillaberi3822;1952;0,0000000;0,00000000;0,6666667;0,00000000;1,0000000;0,6666667;0,0000000;0,33333333;0,33333333;0,6666667;1,0000000;0,33333333;NA;0,00000000;0,3333333;0,0000000;16; 3
Tillaberi3825;1955;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,0000000;0,0000000;1,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;1,0000000;1,0000000;16; 2
Tillaberi3826;1956;0,0000000;0,00000000;0,0000000;1,00000000;0,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;NA;0,00000000;0,0000000;1,0000000;16; 1
Tillaberi3828;1958;0,0000000;0,00000000;0,5000000;0,50000000;0,5000000;0,5000000;0,0000000;0,50000000;0,50000000;0,5000000;0,0000000;1,00000000;NA;0,00000000;0,0000000;0,5000000;16; 2
Tillaberi3830;1960;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;0,7500000;0,0000000;0,50000000;0,00000000;1,0000000;1,0000000;0,75000000;1,0000000;0,00000000;0,7500000;0,7500000;16; 7
Tillaberi3832;1962;0,0000000;0,00000000;0,5000000;0,50000000;1,0000000;0,0000000;0,0000000;0,50000000;0,00000000;1,0000000;1,0000000;0,50000000;NA;0,00000000;0,5000000;1,0000000;16; 2
Tillaberi3833;1963;0,0000000;0,00000000;0,9000000;1,00000000;1,0000000;0,1000000;0,0000000;0,20000000;0,00000000;1,0000000;0,9000000;0,80000000;NA;0,00000000;0,6000000;0,6000000;16;15
Tillaberi3834;1964;0,0000000;0,14285714;0,4285714;0,85714286;1,0000000;0,1428571;0,0000000;0,00000000;0,00000000;1,0000000;0,8571429;0,57142857;0,5000000;0,00000000;0,2857143;1,0000000;16;10
Tillaberi3835;1965;0,0000000;0,10000000;0,8000000;0,90000000;1,0000000;0,3000000;0,0000000;0,10000000;0,10000000;0,9000000;0,8000000;0,80000000;0,7500000;0,00000000;0,5000000;0,6000000;16;15
Tillaberi3836;1966;0,0000000;0,00000000;0,8333333;1,00000000;1,0000000;0,5000000;0,0000000;0,16666667;0,00000000;1,0000000;0,5000000;0,50000000;1,0000000;0,00000000;0,5000000;0,8333333;16;10
Tillaberi3837;1967;0,0000000;0,00000000;0,0000000;1,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tillaberi3973;2089;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;1,0000000;0,00000000;1,00000000;0,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 3
Tillaberi3978;2094;0,0000000;0,00000000;0,0000000;1,00000000;1,0000000;1,0000000;0,0000000;1,00000000;0,50000000;0,5000000;1,0000000;0,50000000;NA;0,00000000;1,0000000;0,5000000;16; 3
Tillaberi3979;2095;0,0000000;0,00000000;1,0000000;0,00000000;1,0000000;0,5000000;0,0000000;0,00000000;0,50000000;0,5000000;1,0000000;1,00000000;NA;0,00000000;0,0000000;0,5000000;16; 5
Tillaberi3983;2099;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 1
Tillaberi3984;2100;0,0000000;0,00000000;0,0000000;1,00000000;0,0000000;1,0000000;0,0000000;1,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;0,0000000;16; 4
Tillaberi3985;2101;0,0000000;0,00000000;1,0000000;1,00000000;0,6666667;0,3333333;0,0000000;0,66666667;0,33333333;0,6666667;1,0000000;1,00000000;NA;0,00000000;1,0000000;1,0000000;16; 4
Tillaberi3986;2102;0,0000000;0,00000000;1,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;NA;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou4110;2213;1,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;0,0000000;1,00000000;0,00000000;1,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;1,0000000;16; 1
Tombouctou4246;2322;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,0000000;1,00000000;0,00000000;1,0000000;1,0000000;1,00000000;1,0000000;0,00000000;0,0000000;1,0000000;16; 2
Tombouctou4391;2423;0,0000000;0,00000000;0,5000000;0,50000000;0,5000000;1,0000000;0,2500000;0,75000000;0,00000000;1,0000000;0,5000000;0,50000000;1,0000000;0,00000000;0,0000000;1,0000000;16; 4
Tombouctou4396;2428;0,0000000;0,00000000;0,0000000;0,50000000;0,5000000;1,0000000;0,0000000;1,00000000;0,00000000;1,0000000;0,5000000;0,50000000;NA;0,00000000;0,0000000;1,0000000;16; 2
Tombouctou4405;2437;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tombouctou4409;2441;1,0000000;1,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;1,00000000;1,0000000;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou4543;2531;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;1,0000000;1,00000000;0,00000000;1,0000000;1,0000000;1,00000000;NA;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou4545;2533;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;1,0000000;0,0000000;1,00000000;0,00000000;1,0000000;1,0000000;1,00000000;1,0000000;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou4546;2534;0,0000000;0,00000000;0,2000000;0,20000000;0,6000000;0,6000000;0,2000000;0,40000000;0,20000000;0,8000000;0,6000000;0,20000000;1,0000000;0,00000000;0,2000000;0,8000000;16; 5
Tombouctou4547;2535;0,0000000;0,00000000;0,5000000;0,50000000;0,5000000;0,5000000;0,2500000;0,50000000;0,00000000;1,0000000;0,7500000;0,50000000;0,5000000;0,00000000;0,2500000;0,7500000;16; 4
Tombouctou4548;2536;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;0,5000000;16; 2
Tombouctou4553;2541;0,0000000;1,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;1,0000000;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou4559;2547;1,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4561;2549;0,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4697;2643;0,0000000;0,00000000;1,0000000;1,00000000;0,3333333;1,0000000;1,0000000;0,33333333;0,00000000;1,0000000;0,0000000;0,33333333;0,0000000;0,00000000;1,0000000;0,3333333;16; 3
Tombouctou4698;2644;0,0000000;0,20000000;0,2000000;0,20000000;0,6000000;0,2000000;0,4000000;0,20000000;0,20000000;0,8000000;0,6000000;0,00000000;0,0000000;0,00000000;0,4000000;0,4000000;16; 5
Tombouctou4699;2645;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;0,0000000;16; 2
Tombouctou4838;2743;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4839;2744;0,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;0,00000000;1,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4840;2745;0,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;0,00000000;1,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4843;2748;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,0000000;0,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tombouctou4845;2750;0,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;0,00000000;1,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4846;2751;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tombouctou4847;2752;0,0000000;0,14285714;0,2857143;0,28571429;0,2857143;0,4285714;0,7142857;0,71428571;0,42857143;0,5714286;0,1428571;0,00000000;0,0000000;0,00000000;0,7142857;0,4285714;16; 7
Tombouctou4848;2753;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;0,0000000;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou4849;2754;0,0000000;0,00000000;0,3333333;0,33333333;0,6666667;0,3333333;0,3333333;0,00000000;0,00000000;1,0000000;0,3333333;0,00000000;NA;0,00000000;0,0000000;0,3333333;16; 3
Tombouctou4993;2859;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou4994;2860;0,0000000;0,00000000;0,5000000;0,25000000;0,2500000;0,5000000;0,5000000;0,50000000;0,25000000;0,7500000;0,0000000;0,50000000;NA;0,00000000;0,7500000;0,0000000;16; 4
Tombouctou4995;2861;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;NA;0,00000000;0,0000000;0,0000000;16; 1
Tombouctou4996;2862;0,1666667;0,16666667;0,3333333;0,33333333;0,6666667;0,5000000;0,3333333;0,33333333;0,33333333;0,6666667;0,5000000;0,16666667;1,0000000;0,00000000;0,3333333;0,0000000;16; 6
Tombouctou4999;2865;0,0000000;0,00000000;0,0000000;0,33333333;0,6666667;0,0000000;0,3333333;0,00000000;0,00000000;1,0000000;0,6666667;0,00000000;NA;0,00000000;0,3333333;0,3333333;16; 3
Tombouctou5000;2866;0,0000000;0,14285714;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,7142857;0,00000000;0,0000000;0,00000000;0,0000000;0,2857143;16; 7
Tombouctou5001;2867;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,0000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou5002;2868;0,0000000;0,00000000;0,0000000;0,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5008;2874;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5141;2968;1,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;0,00000000;1,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5145;2972;1,0000000;1,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;1,0000000;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5148;2975;0,0000000;0,00000000;0,0000000;0,00000000;0,0000000;1,0000000;1,0000000;1,00000000;0,00000000;1,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5153;2980;0,0000000;0,33333333;0,0000000;0,00000000;0,6666667;0,0000000;0,3333333;0,00000000;0,00000000;1,0000000;0,3333333;0,00000000;0,0000000;0,00000000;0,3333333;1,0000000;16; 3
Tombouctou5155;2982;0,0000000;0,00000000;0,2000000;0,20000000;0,8000000;0,0000000;0,2000000;0,00000000;0,00000000;1,0000000;0,4000000;0,00000000;0,0000000;0,00000000;0,2000000;0,4000000;16; 5
Tombouctou5156;2983;0,0000000;0,00000000;0,3333333;0,33333333;0,6666667;0,3333333;0,3333333;0,00000000;0,33333333;0,6666667;0,6666667;0,00000000;NA;0,00000000;0,3333333;0,3333333;16; 3
Tombouctou5158;2985;0,0000000;0,33333333;0,0000000;0,00000000;0,5000000;0,0000000;0,3333333;0,00000000;0,00000000;1,0000000;0,3333333;0,00000000;1,0000000;0,00000000;0,1666667;0,6666667;16; 6
Tombouctou5160;2987;0,0000000;1,00000000;1,0000000;1,00000000;1,0000000;1,0000000;0,0000000;0,00000000;0,00000000;1,0000000;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;16; 1
Tombouctou5162;2989;0,0000000;0,00000000;0,5000000;0,00000000;1,0000000;0,5000000;0,0000000;0,00000000;0,00000000;1,0000000;1,0000000;0,00000000;NA;0,00000000;0,5000000;1,0000000;16; 2
Tombouctou5305;3095;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5307;3097;0,0000000;0,00000000;0,0000000;0,00000000;1,0000000;0,5000000;0,0000000;0,00000000;0,00000000;1,0000000;0,5000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 2
Tombouctou5453;3206;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;1,0000000;1,0000000;1,00000000;1,00000000;0,0000000;0,0000000;0,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
Tombouctou5605;3322;0,0000000;0,00000000;1,0000000;1,00000000;1,0000000;1,0000000;1,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;NA;0,00000000;0,0000000;1,0000000;16; 1
Tombouctou5749;3430;0,0000000;0,00000000;1,0000000;1,00000000;0,0000000;0,0000000;1,0000000;0,00000000;0,00000000;1,0000000;0,0000000;1,00000000;NA;0,00000000;1,0000000;0,0000000;16; 1
